initiator,severity,rawLog,module,date,organization,message
Scan,Information,"Tue, 14 Aug 2018 09:00:05 -0400|Scan|message|INFO|0|No usable Scanners in Zone 'Internal Hospitals' (id #7) - Skipping.
",message,"Tue, 14 Aug 2018 09:00:05 -0400",Application,No usable Scanners in Zone 'Internal Hospitals' (id #7) - Skipping.
Scan,Information,"Tue, 14 Aug 2018 09:00:04 -0400|Scan|message|INFO|0|No usable Scanners in Zone 'VCloud Air Zone' (id #9) - Skipping.
",message,"Tue, 14 Aug 2018 09:00:04 -0400",Application,No usable Scanners in Zone 'VCloud Air Zone' (id #9) - Skipping.
Scan,Information,"Tue, 14 Aug 2018 09:00:04 -0400|Scan|message|INFO|0|No usable Scanners in Zone 'Internal Hospitals' (id #7) - Skipping.
",message,"Tue, 14 Aug 2018 09:00:04 -0400",Application,No usable Scanners in Zone 'Internal Hospitals' (id #7) - Skipping.
Scan,Information,"Tue, 14 Aug 2018 09:00:04 -0400|Scan|message|INFO|0|No usable Scanners in Zone 'VCloud Air Zone' (id #9) - Skipping.
",message,"Tue, 14 Aug 2018 09:00:04 -0400",Application,No usable Scanners in Zone 'VCloud Air Zone' (id #9) - Skipping.
Scan,Information,"Tue, 14 Aug 2018 09:00:04 -0400|Scan|message|INFO|0|No usable Scanners in Zone 'Internal Hospitals' (id #7) - Skipping.
",message,"Tue, 14 Aug 2018 09:00:04 -0400",Application,No usable Scanners in Zone 'Internal Hospitals' (id #7) - Skipping.
Scan,Information,"Tue, 14 Aug 2018 09:00:04 -0400|Scan|message|INFO|4|Scan job #10528920 ('PSC FULL UnAuthenticated 157 Scan' - #574) has acquired Scan 'PSC FULL UnAuthenticated 157 Scan' (launched by PSC  [PSC]).
",message,"Tue, 14 Aug 2018 09:00:04 -0400",West Virginia University,Scan job #10528920 ('PSC FULL UnAuthenticated 157 Scan' - #574) has acquired Scan 'PSC FULL UnAuthenticated 157 Scan' (launched by PSC  [PSC]).
Scan,Information,"Tue, 14 Aug 2018 09:00:04 -0400|Scan|message|INFO|4|Scan job #10528919 ('HSCNAT FULL Scan Part 1' - #505) has acquired Scan 'HSCNAT FULL Scan Part 1' (launched by HSC  [HSC]).
",message,"Tue, 14 Aug 2018 09:00:04 -0400",West Virginia University,Scan job #10528919 ('HSCNAT FULL Scan Part 1' - #505) has acquired Scan 'HSCNAT FULL Scan Part 1' (launched by HSC  [HSC]).
Scan,Information,"Tue, 14 Aug 2018 09:00:04 -0400|Scan|message|INFO|4|Scan job #10528918 ('UR-WEB FULL UnAuthenticated 157 Scan' - #211) has acquired Scan 'UR-WEB FULL UnAuthenticated 157 Scan' (launched by UR - WEB  [UR - WEB]).
",message,"Tue, 14 Aug 2018 09:00:04 -0400",West Virginia University,Scan job #10528918 ('UR-WEB FULL UnAuthenticated 157 Scan' - #211) has acquired Scan 'UR-WEB FULL UnAuthenticated 157 Scan' (launched by UR - WEB  [UR - WEB]).
Scan,Information,"Tue, 14 Aug 2018 09:00:04 -0400|Scan|message|INFO|4|Scan job #10528920 starting...
",message,"Tue, 14 Aug 2018 09:00:04 -0400",West Virginia University,Scan job #10528920 starting...
Scan,Information,"Tue, 14 Aug 2018 09:00:04 -0400|Scan|message|INFO|4|Scan job #10528919 starting...
",message,"Tue, 14 Aug 2018 09:00:04 -0400",West Virginia University,Scan job #10528919 starting...
Scan,Information,"Tue, 14 Aug 2018 09:00:04 -0400|Scan|message|INFO|4|Scan job #10528918 starting...
",message,"Tue, 14 Aug 2018 09:00:04 -0400",West Virginia University,Scan job #10528918 starting...
scannerUpdate,Information,"Tue, 14 Aug 2018 08:55:08 -0400|scannerUpdate|message|INFO|0|Updating plugins on Scanner 'External Scanner' (id #3 host:129.71.26.250)
",message,"Tue, 14 Aug 2018 08:55:08 -0400",Application,Updating plugins on Scanner 'External Scanner' (id #3 host:129.71.26.250)
admin,Information,"Tue, 14 Aug 2018 08:53:51 -0400|admin|auth|INFO|0|Successful login for 'admin' from 157.182.59.106 (authentication type: tns).
",auth,"Tue, 14 Aug 2018 08:53:51 -0400",Application,Successful login for 'admin' from 157.182.59.106 (authentication type: tns).
,Warning,"Tue, 14 Aug 2018 08:53:47 -0400||error|WARNING|0|Invalid username/password combination for User admin from ip 157.182.59.106 (authentication type: password)
",error,"Tue, 14 Aug 2018 08:53:47 -0400",Application,Invalid username/password combination for User admin from ip 157.182.59.106 (authentication type: password)
,Warning,"Tue, 14 Aug 2018 08:53:44 -0400||error|WARNING|0|Invalid username/password combination for User admin from ip 157.182.59.106 (authentication type: password)
",error,"Tue, 14 Aug 2018 08:53:44 -0400",Application,Invalid username/password combination for User admin from ip 157.182.59.106 (authentication type: password)
expireAcceptedRisk,Information,"Tue, 14 Aug 2018 08:42:00 -0400|expireAcceptedRisk|message|INFO|0|Expire accepted risk job #10533524 has ended.
",message,"Tue, 14 Aug 2018 08:42:00 -0400",Application,Expire accepted risk job #10533524 has ended.
expireAcceptedRisk,Information,"Tue, 14 Aug 2018 08:42:00 -0400|expireAcceptedRisk|message|INFO|0|Expire accepted risk job #10533524 starting...
",message,"Tue, 14 Aug 2018 08:42:00 -0400",Application,Expire accepted risk job #10533524 starting...
system,Information,"Tue, 14 Aug 2018 08:31:49 -0400|system|riskRules|INFO|4|Applying Recast and Accept Risk Rules successful for Repository #38.
",riskRules,"Tue, 14 Aug 2018 08:31:49 -0400",West Virginia University,Applying Recast and Accept Risk Rules successful for Repository #38.
system,Information,"Tue, 14 Aug 2018 08:31:49 -0400|system|riskRules|INFO|4|Applying Recast and Accept Risk Rules for Repository #38 has started.
",riskRules,"Tue, 14 Aug 2018 08:31:49 -0400",West Virginia University,Applying Recast and Accept Risk Rules for Repository #38 has started.
import,Information,"Tue, 14 Aug 2018 08:31:37 -0400|import|message|INFO|4|Import successful for scan #14080 into Repository #38.
",message,"Tue, 14 Aug 2018 08:31:37 -0400",West Virginia University,Import successful for scan #14080 into Repository #38.
system,Information,"Tue, 14 Aug 2018 08:31:35 -0400|system|import|INFO|4|Import beginning for scan #14080 into Repository #38.
",import,"Tue, 14 Aug 2018 08:31:35 -0400",West Virginia University,Import beginning for scan #14080 into Repository #38.
Scan,Information,"Tue, 14 Aug 2018 08:31:32 -0400|Scan|message|INFO|4|Scan job #10528021 ('UR-WEB FULL UnAuthenticated 10 Scan' - #567)  (UR-WEB FULL UnAuthenticated 10 Scan) has ended.
",message,"Tue, 14 Aug 2018 08:31:32 -0400",West Virginia University,Scan job #10528021 ('UR-WEB FULL UnAuthenticated 10 Scan' - #567)  (UR-WEB FULL UnAuthenticated 10 Scan) has ended.
Scan,Information,"Tue, 14 Aug 2018 08:30:03 -0400|Scan|message|INFO|0|No usable Scanners in Zone 'VCloud Air Zone' (id #9) - Skipping.
",message,"Tue, 14 Aug 2018 08:30:03 -0400",Application,No usable Scanners in Zone 'VCloud Air Zone' (id #9) - Skipping.
Scan,Information,"Tue, 14 Aug 2018 08:30:03 -0400|Scan|message|INFO|0|No usable Scanners in Zone 'Internal Hospitals' (id #7) - Skipping.
",message,"Tue, 14 Aug 2018 08:30:03 -0400",Application,No usable Scanners in Zone 'Internal Hospitals' (id #7) - Skipping.
Scan,Information,"Tue, 14 Aug 2018 08:30:03 -0400|Scan|message|INFO|0|No usable Scanners in Zone 'External Hospitals' (id #3) - Skipping.
",message,"Tue, 14 Aug 2018 08:30:03 -0400",Application,No usable Scanners in Zone 'External Hospitals' (id #3) - Skipping.
Scan,Information,"Tue, 14 Aug 2018 08:30:03 -0400|Scan|message|INFO|4|Scan job #10528021 ('UR-WEB FULL UnAuthenticated 10 Scan' - #567) has acquired Scan 'UR-WEB FULL UnAuthenticated 10 Scan' (launched by UR - WEB  [UR - WEB]).
",message,"Tue, 14 Aug 2018 08:30:03 -0400",West Virginia University,Scan job #10528021 ('UR-WEB FULL UnAuthenticated 10 Scan' - #567) has acquired Scan 'UR-WEB FULL UnAuthenticated 10 Scan' (launched by UR - WEB  [UR - WEB]).
Scan,Information,"Tue, 14 Aug 2018 08:30:02 -0400|Scan|message|INFO|4|Scan job #10528021 starting...
",message,"Tue, 14 Aug 2018 08:30:02 -0400",West Virginia University,Scan job #10528021 starting...
Scan,Warning,"Tue, 14 Aug 2018 08:10:54 -0400|Scan|message|WARNING|0|Unable to login to Scanner #1 (Box3-1 OWP Proxy) - taking out of service. 
",message,"Tue, 14 Aug 2018 08:10:54 -0400",Application,Unable to login to Scanner #1 (Box3-1 OWP Proxy) - taking out of service.
Scan,Warning,"Tue, 14 Aug 2018 08:10:51 -0400|Scan|message|WARNING|0|Unable to login to Scanner #1 (Box3-1 OWP Proxy) - taking out of service. 
",message,"Tue, 14 Aug 2018 08:10:51 -0400",Application,Unable to login to Scanner #1 (Box3-1 OWP Proxy) - taking out of service.
Scan,Warning,"Tue, 14 Aug 2018 08:10:48 -0400|Scan|message|WARNING|0|Unable to login to Scanner #1 (Box3-1 OWP Proxy) - taking out of service. 
",message,"Tue, 14 Aug 2018 08:10:48 -0400",Application,Unable to login to Scanner #1 (Box3-1 OWP Proxy) - taking out of service.
Scan,Warning,"Tue, 14 Aug 2018 08:10:45 -0400|Scan|message|WARNING|0|Unable to login to Scanner #1 (Box3-1 OWP Proxy) - taking out of service. 
",message,"Tue, 14 Aug 2018 08:10:45 -0400",Application,Unable to login to Scanner #1 (Box3-1 OWP Proxy) - taking out of service.
Scan,Critical,"Tue, 14 Aug 2018 08:10:33 -0400|Scan|error|CRITICAL|0|Scan job #10527780 stopped due to scanner inactivity. 
",error,"Tue, 14 Aug 2018 08:10:33 -0400",Application,Scan job #10527780 stopped due to scanner inactivity.
Scan,Critical,"Tue, 14 Aug 2018 08:10:33 -0400|Scan|message|CRITICAL|0|Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 0 minutes.
",message,"Tue, 14 Aug 2018 08:10:33 -0400",Application,Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 0 minutes.
admin,Information,"Tue, 14 Aug 2018 08:09:00 -0400|admin|auth|INFO|0|Successful login for 'admin' from 157.182.59.114 (authentication type: tns).
",auth,"Tue, 14 Aug 2018 08:09:00 -0400",Application,Successful login for 'admin' from 157.182.59.114 (authentication type: tns).
Scan,Critical,"Tue, 14 Aug 2018 08:01:19 -0400|Scan|message|CRITICAL|0|Scan job #10528022 is waiting for scanner progress updates; timeout will occur in 704 minutes.
",message,"Tue, 14 Aug 2018 08:01:19 -0400",Application,Scan job #10528022 is waiting for scanner progress updates; timeout will occur in 704 minutes.
,Warning,"Tue, 14 Aug 2018 08:00:05 -0400||error|WARNING|4|Query #40136 used to generate source data is inactive. 
",error,"Tue, 14 Aug 2018 08:00:05 -0400",West Virginia University,Query #40136 used to generate source data is inactive.
,Warning,"Tue, 14 Aug 2018 08:00:05 -0400||error|WARNING|4|Query #40134 used to generate source data is inactive. 
",error,"Tue, 14 Aug 2018 08:00:05 -0400",West Virginia University,Query #40134 used to generate source data is inactive.
,Warning,"Tue, 14 Aug 2018 08:00:05 -0400||error|WARNING|4|Query #40132 used to generate source data is inactive. 
",error,"Tue, 14 Aug 2018 08:00:05 -0400",West Virginia University,Query #40132 used to generate source data is inactive.
,Warning,"Tue, 14 Aug 2018 08:00:05 -0400||error|WARNING|4|Query #40130 used to generate source data is inactive. 
",error,"Tue, 14 Aug 2018 08:00:05 -0400",West Virginia University,Query #40130 used to generate source data is inactive.
,Warning,"Tue, 14 Aug 2018 08:00:05 -0400||error|WARNING|4|Query #40137 used to generate source data is inactive. 
",error,"Tue, 14 Aug 2018 08:00:05 -0400",West Virginia University,Query #40137 used to generate source data is inactive.
,Warning,"Tue, 14 Aug 2018 08:00:05 -0400||error|WARNING|4|Query #40135 used to generate source data is inactive. 
",error,"Tue, 14 Aug 2018 08:00:05 -0400",West Virginia University,Query #40135 used to generate source data is inactive.
,Warning,"Tue, 14 Aug 2018 08:00:05 -0400||error|WARNING|4|Query #40133 used to generate source data is inactive. 
",error,"Tue, 14 Aug 2018 08:00:05 -0400",West Virginia University,Query #40133 used to generate source data is inactive.
,Warning,"Tue, 14 Aug 2018 08:00:05 -0400||error|WARNING|4|Query #40131 used to generate source data is inactive. 
",error,"Tue, 14 Aug 2018 08:00:05 -0400",West Virginia University,Query #40131 used to generate source data is inactive.
,Warning,"Tue, 14 Aug 2018 08:00:05 -0400||error|WARNING|4|Query #40127 used to generate source data is inactive. 
",error,"Tue, 14 Aug 2018 08:00:05 -0400",West Virginia University,Query #40127 used to generate source data is inactive.
,Warning,"Tue, 14 Aug 2018 08:00:05 -0400||error|WARNING|4|Query #40125 used to generate source data is inactive. 
",error,"Tue, 14 Aug 2018 08:00:05 -0400",West Virginia University,Query #40125 used to generate source data is inactive.
,Warning,"Tue, 14 Aug 2018 08:00:05 -0400||error|WARNING|4|Query #40123 used to generate source data is inactive. 
",error,"Tue, 14 Aug 2018 08:00:05 -0400",West Virginia University,Query #40123 used to generate source data is inactive.
,Warning,"Tue, 14 Aug 2018 08:00:05 -0400||error|WARNING|4|Query #40126 used to generate source data is inactive. 
",error,"Tue, 14 Aug 2018 08:00:05 -0400",West Virginia University,Query #40126 used to generate source data is inactive.
,Warning,"Tue, 14 Aug 2018 08:00:05 -0400||error|WARNING|4|Query #40124 used to generate source data is inactive. 
",error,"Tue, 14 Aug 2018 08:00:05 -0400",West Virginia University,Query #40124 used to generate source data is inactive.
,Warning,"Tue, 14 Aug 2018 08:00:05 -0400||error|WARNING|4|Query #40122 used to generate source data is inactive. 
",error,"Tue, 14 Aug 2018 08:00:05 -0400",West Virginia University,Query #40122 used to generate source data is inactive.
Scan,Critical,"Tue, 14 Aug 2018 07:55:34 -0400|Scan|message|CRITICAL|0|Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 14 minutes.
",message,"Tue, 14 Aug 2018 07:55:34 -0400",Application,Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 14 minutes.
expireAcceptedRisk,Information,"Tue, 14 Aug 2018 07:42:01 -0400|expireAcceptedRisk|message|INFO|0|Expire accepted risk job #10533332 has ended.
",message,"Tue, 14 Aug 2018 07:42:01 -0400",Application,Expire accepted risk job #10533332 has ended.
expireAcceptedRisk,Information,"Tue, 14 Aug 2018 07:42:01 -0400|expireAcceptedRisk|message|INFO|0|Expire accepted risk job #10533332 starting...
",message,"Tue, 14 Aug 2018 07:42:01 -0400",Application,Expire accepted risk job #10533332 starting...
Scan,Critical,"Tue, 14 Aug 2018 07:40:29 -0400|Scan|message|CRITICAL|0|Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 30 minutes.
",message,"Tue, 14 Aug 2018 07:40:29 -0400",Application,Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 30 minutes.
Scan,Critical,"Tue, 14 Aug 2018 07:25:29 -0400|Scan|message|CRITICAL|0|Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 45 minutes.
",message,"Tue, 14 Aug 2018 07:25:29 -0400",Application,Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 45 minutes.
Scan,Critical,"Tue, 14 Aug 2018 07:10:29 -0400|Scan|message|CRITICAL|0|Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 60 minutes.
",message,"Tue, 14 Aug 2018 07:10:29 -0400",Application,Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 60 minutes.
,Critical,"Tue, 14 Aug 2018 07:00:05 -0400||error|CRITICAL|0|Job #10528045 (type: evaluateDashboardElement; id: 1927) exited with error code #146.
",error,"Tue, 14 Aug 2018 07:00:05 -0400",Application,Job #10528045 (type: evaluateDashboardElement; id: 1927) exited with error code #146.
,Critical,"Tue, 14 Aug 2018 07:00:04 -0400||error|CRITICAL|4|Job id #10528045 terminated abnormally with error status '146'. (command: /opt/sc/support/bin/php /opt/sc/src/tools/evaluateDashboardElement.php 10528045 4; initiator = 112; object = 1927; jobparams = a:0:{})
",error,"Tue, 14 Aug 2018 07:00:04 -0400",West Virginia University,Job id #10528045 terminated abnormally with error status '146'. (command: /opt/sc/support/bin/php /opt/sc/src/tools/evaluateDashboardElement.php 10528045 4; initiator = 112; object = 1927; jobparams = a:0:{})
,Critical,"Tue, 14 Aug 2018 07:00:04 -0400||error|CRITICAL|4|Error generating data for Dashboard component #1927 (Vulnerability Top Twenty - Top 20 Most Vulnerable Hosts) owned by User #112. Unable to retrieve Query #-1. Query #-1 does not exist. 
",error,"Tue, 14 Aug 2018 07:00:04 -0400",West Virginia University,Error generating data for Dashboard component #1927 (Vulnerability Top Twenty - Top 20 Most Vulnerable Hosts) owned by User #112. Unable to retrieve Query #-1. Query #-1 does not exist.
,Critical,"Tue, 14 Aug 2018 07:00:04 -0400||error|CRITICAL|4|Error generating data for Dashboard component #1927 (Vulnerability Top Twenty - Top 20 Most Vulnerable Hosts) owned by User #112. Unable to retrieve Query #-1. Query #-1 does not exist. 
",error,"Tue, 14 Aug 2018 07:00:04 -0400",West Virginia University,Error generating data for Dashboard component #1927 (Vulnerability Top Twenty - Top 20 Most Vulnerable Hosts) owned by User #112. Unable to retrieve Query #-1. Query #-1 does not exist.
Scan,Critical,"Tue, 14 Aug 2018 06:55:29 -0400|Scan|message|CRITICAL|0|Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 75 minutes.
",message,"Tue, 14 Aug 2018 06:55:29 -0400",Application,Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 75 minutes.
Scan,Critical,"Tue, 14 Aug 2018 06:42:16 -0400|Scan|message|CRITICAL|0|Scan job #10528022 is waiting for scanner progress updates; timeout will occur in 704 minutes.
",message,"Tue, 14 Aug 2018 06:42:16 -0400",Application,Scan job #10528022 is waiting for scanner progress updates; timeout will occur in 704 minutes.
expireAcceptedRisk,Information,"Tue, 14 Aug 2018 06:42:01 -0400|expireAcceptedRisk|message|INFO|0|Expire accepted risk job #10533248 has ended.
",message,"Tue, 14 Aug 2018 06:42:01 -0400",Application,Expire accepted risk job #10533248 has ended.
expireAcceptedRisk,Information,"Tue, 14 Aug 2018 06:42:01 -0400|expireAcceptedRisk|message|INFO|0|Expire accepted risk job #10533248 starting...
",message,"Tue, 14 Aug 2018 06:42:01 -0400",Application,Expire accepted risk job #10533248 starting...
Scan,Critical,"Tue, 14 Aug 2018 06:40:29 -0400|Scan|message|CRITICAL|0|Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 90 minutes.
",message,"Tue, 14 Aug 2018 06:40:29 -0400",Application,Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 90 minutes.
Scan,Critical,"Tue, 14 Aug 2018 06:25:31 -0400|Scan|message|CRITICAL|0|Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 104 minutes.
",message,"Tue, 14 Aug 2018 06:25:31 -0400",Application,Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 104 minutes.
Scan,Critical,"Tue, 14 Aug 2018 06:10:31 -0400|Scan|message|CRITICAL|0|Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 119 minutes.
",message,"Tue, 14 Aug 2018 06:10:31 -0400",Application,Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 119 minutes.
Scan,Critical,"Tue, 14 Aug 2018 05:55:30 -0400|Scan|message|CRITICAL|0|Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 134 minutes.
",message,"Tue, 14 Aug 2018 05:55:30 -0400",Application,Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 134 minutes.
expireAcceptedRisk,Information,"Tue, 14 Aug 2018 05:42:01 -0400|expireAcceptedRisk|message|INFO|0|Expire accepted risk job #10533165 has ended.
",message,"Tue, 14 Aug 2018 05:42:01 -0400",Application,Expire accepted risk job #10533165 has ended.
expireAcceptedRisk,Information,"Tue, 14 Aug 2018 05:42:01 -0400|expireAcceptedRisk|message|INFO|0|Expire accepted risk job #10533165 starting...
",message,"Tue, 14 Aug 2018 05:42:01 -0400",Application,Expire accepted risk job #10533165 starting...
Scan,Critical,"Tue, 14 Aug 2018 05:40:30 -0400|Scan|message|CRITICAL|0|Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 149 minutes.
",message,"Tue, 14 Aug 2018 05:40:30 -0400",Application,Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 149 minutes.
Scan,Critical,"Tue, 14 Aug 2018 05:25:31 -0400|Scan|message|CRITICAL|0|Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 164 minutes.
",message,"Tue, 14 Aug 2018 05:25:31 -0400",Application,Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 164 minutes.
Scan,Critical,"Tue, 14 Aug 2018 05:23:24 -0400|Scan|message|CRITICAL|0|Scan job #10528022 is waiting for scanner progress updates; timeout will occur in 704 minutes.
",message,"Tue, 14 Aug 2018 05:23:24 -0400",Application,Scan job #10528022 is waiting for scanner progress updates; timeout will occur in 704 minutes.
Scan,Critical,"Tue, 14 Aug 2018 05:10:31 -0400|Scan|message|CRITICAL|0|Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 179 minutes.
",message,"Tue, 14 Aug 2018 05:10:31 -0400",Application,Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 179 minutes.
Scan,Critical,"Tue, 14 Aug 2018 04:55:31 -0400|Scan|message|CRITICAL|0|Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 194 minutes.
",message,"Tue, 14 Aug 2018 04:55:31 -0400",Application,Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 194 minutes.
expireAcceptedRisk,Information,"Tue, 14 Aug 2018 04:42:02 -0400|expireAcceptedRisk|message|INFO|0|Expire accepted risk job #10533066 has ended.
",message,"Tue, 14 Aug 2018 04:42:02 -0400",Application,Expire accepted risk job #10533066 has ended.
expireAcceptedRisk,Information,"Tue, 14 Aug 2018 04:42:01 -0400|expireAcceptedRisk|message|INFO|0|Expire accepted risk job #10533066 starting...
",message,"Tue, 14 Aug 2018 04:42:01 -0400",Application,Expire accepted risk job #10533066 starting...
Scan,Critical,"Tue, 14 Aug 2018 04:40:31 -0400|Scan|message|CRITICAL|0|Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 209 minutes.
",message,"Tue, 14 Aug 2018 04:40:31 -0400",Application,Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 209 minutes.
Scan,Critical,"Tue, 14 Aug 2018 04:25:31 -0400|Scan|message|CRITICAL|0|Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 224 minutes.
",message,"Tue, 14 Aug 2018 04:25:31 -0400",Application,Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 224 minutes.
Scan,Critical,"Tue, 14 Aug 2018 04:10:32 -0400|Scan|message|CRITICAL|0|Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 239 minutes.
",message,"Tue, 14 Aug 2018 04:10:32 -0400",Application,Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 239 minutes.
Scan,Critical,"Tue, 14 Aug 2018 03:55:32 -0400|Scan|message|CRITICAL|0|Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 254 minutes.
",message,"Tue, 14 Aug 2018 03:55:32 -0400",Application,Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 254 minutes.
Scan,Critical,"Tue, 14 Aug 2018 03:42:34 -0400|Scan|message|CRITICAL|0|Scan job #10528022 is waiting for scanner progress updates; timeout will occur in 704 minutes.
",message,"Tue, 14 Aug 2018 03:42:34 -0400",Application,Scan job #10528022 is waiting for scanner progress updates; timeout will occur in 704 minutes.
expireAcceptedRisk,Information,"Tue, 14 Aug 2018 03:42:02 -0400|expireAcceptedRisk|message|INFO|0|Expire accepted risk job #10532964 has ended.
",message,"Tue, 14 Aug 2018 03:42:02 -0400",Application,Expire accepted risk job #10532964 has ended.
expireAcceptedRisk,Information,"Tue, 14 Aug 2018 03:42:01 -0400|expireAcceptedRisk|message|INFO|0|Expire accepted risk job #10532964 starting...
",message,"Tue, 14 Aug 2018 03:42:01 -0400",Application,Expire accepted risk job #10532964 starting...
Scan,Critical,"Tue, 14 Aug 2018 03:40:32 -0400|Scan|message|CRITICAL|0|Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 269 minutes.
",message,"Tue, 14 Aug 2018 03:40:32 -0400",Application,Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 269 minutes.
Scan,Critical,"Tue, 14 Aug 2018 03:25:32 -0400|Scan|message|CRITICAL|0|Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 284 minutes.
",message,"Tue, 14 Aug 2018 03:25:32 -0400",Application,Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 284 minutes.
Scan,Critical,"Tue, 14 Aug 2018 03:10:32 -0400|Scan|message|CRITICAL|0|Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 299 minutes.
",message,"Tue, 14 Aug 2018 03:10:32 -0400",Application,Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 299 minutes.
Scan,Critical,"Tue, 14 Aug 2018 02:55:32 -0400|Scan|message|CRITICAL|0|Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 314 minutes.
",message,"Tue, 14 Aug 2018 02:55:32 -0400",Application,Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 314 minutes.
expireAcceptedRisk,Information,"Tue, 14 Aug 2018 02:42:02 -0400|expireAcceptedRisk|message|INFO|0|Expire accepted risk job #10532844 has ended.
",message,"Tue, 14 Aug 2018 02:42:02 -0400",Application,Expire accepted risk job #10532844 has ended.
expireAcceptedRisk,Information,"Tue, 14 Aug 2018 02:42:02 -0400|expireAcceptedRisk|message|INFO|0|Expire accepted risk job #10532844 starting...
",message,"Tue, 14 Aug 2018 02:42:02 -0400",Application,Expire accepted risk job #10532844 starting...
Scan,Critical,"Tue, 14 Aug 2018 02:40:33 -0400|Scan|message|CRITICAL|0|Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 329 minutes.
",message,"Tue, 14 Aug 2018 02:40:33 -0400",Application,Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 329 minutes.
Scan,Warning,"Tue, 14 Aug 2018 02:38:55 -0400|Scan|message|WARNING|0|Unable to get Scan list from Scanner #1 (Box3-1 OWP Proxy). Unable to connect. 
",message,"Tue, 14 Aug 2018 02:38:55 -0400",Application,Unable to get Scan list from Scanner #1 (Box3-1 OWP Proxy). Unable to connect.
Scan,Warning,"Tue, 14 Aug 2018 02:38:55 -0400|Scan|message|WARNING|0|Unable to get Scan list from Scanner #1 (Box3-1 OWP Proxy). Unable to connect. 
",message,"Tue, 14 Aug 2018 02:38:55 -0400",Application,Unable to get Scan list from Scanner #1 (Box3-1 OWP Proxy). Unable to connect.
Scan,Warning,"Tue, 14 Aug 2018 02:38:55 -0400|Scan|message|WARNING|0|Unable to get Scan list from Scanner #1 (Box3-1 OWP Proxy). Unable to connect. 
",message,"Tue, 14 Aug 2018 02:38:55 -0400",Application,Unable to get Scan list from Scanner #1 (Box3-1 OWP Proxy). Unable to connect.
Scan,Warning,"Tue, 14 Aug 2018 02:36:03 -0400|Scan|message|WARNING|0|Unable to get Scan list from Scanner #7 (Box05-1 HSC). Unexpected Scanner redirect. 
",message,"Tue, 14 Aug 2018 02:36:03 -0400",Application,Unable to get Scan list from Scanner #7 (Box05-1 HSC). Unexpected Scanner redirect.
Scan,Warning,"Tue, 14 Aug 2018 02:36:03 -0400|Scan|message|WARNING|0|Unable to get Scan list from Scanner #7 (Box05-1 HSC). Unexpected Scanner redirect. 
",message,"Tue, 14 Aug 2018 02:36:03 -0400",Application,Unable to get Scan list from Scanner #7 (Box05-1 HSC). Unexpected Scanner redirect.
